x,y,title,User,Category,Description,Installations,Score
5.297365,10.12197,Hairy Letters,Children,Literacy - English / ABCs,"Hairy Letters is an award-winning phonics app that helps letter and sound recognition. 
Learn the names and sounds of each letter with the Hairies

********************************************************************************************WINNER ...","10,000",4.04
-0.9934338,11.3870535,Kids puzzle - Dinosaur game,Children,Learning play,"Do you have a toddler fascinated by dinosaurs? Rawrsome! Well, this is the best game for them - a new puzzle game for kids, featuring 30+ different dinosaurs. Become a paleontology expert and meet our prehistoric dinosaur crew: the T-Rex, Apatosaurus...","1,000,000",3.64
1.2786555,8.958578,Sago Mini Babies Daycare,Children,General play,"Try before you buy!* Play Babies Daycare free 6 times, no strings attached.

kiddos love caring for these adorable characters. Feed Robin her favorite mush, play dress-up with Jinja, change Harvey’s stinky diaper, then take a dance break with Jack....","1,000,000",3.26
0.514155,10.083514,Sago Mini Camping,Children,General play,"Try before you buy!* Play Camping free 5 times, no strings attached.

Ready for adventure, happy campers? Escape the Big City to the great outdoors with your forest-loving friends! There are snacks to grill, canoes to paddle, caves to explore and f...","1,000,000",3.55
4.7002954,8.232257,Monkey Junior - Learn to Read,Children,Literacy - English / ABCs,"1. PROGRAM SYSTEM
Monkey Junior is built by experts with a comprehensive lesson system, especially suitable for children who start learning English, with:
- More than 670 lessons divided by courses: Basic - Medium – Advanced. Even children who do n...","1,000,000",3.93
2.8912117,11.989176,EduKidsRoom-Preschool Games,Children,Learning play,"Amazing sets of puzzles, games and quizzes for Toddler and Preschoolers to Learn Colors, Shapes, Numbers, Letters, Time, Sorting and Much More!
------------------------------------------------- 
Games and Activities:

•Match Pairs-Kids learn to m...","500,000",4.27
2.3764796,0.46062317,Period Tracker,Parents,Fertility tracking,"A companion for girls & women to manage & track their period and menstrual cycle. Get day by day updates of your period cycle. Also get predicted tips based on your history.

Keep track of period history and manage your menstrual health.

A bette...","100,000",3.2
5.0240183,7.9372253,Learn English Vocabulary - Kids,Children,Literacy - English / ABCs,"Welcome to ""Chick - Learn English"", a learning app for kids , beginners and starters from 2 to 8 years of age, through which they will learn english in a fun, playful way.

Download the app and enjoy its content!

Topics
★ Alphabet 
★ Numbers
...","100,000",4.46
5.544808,10.912341,ABC Letters Candy - Baby Learn,Children,Literacy - English / ABCs,"🔮 ABC GO! Time to Learn Reading and Writing ABC Letters Phonics!  
Let's play!

⭐SPELL ALL THE AZ ALPHABET SURPRISE EGGS IN ONE ABC PHONICS BASKET
ABC Candy Baby Fun: ABC Kids lets toddlers and preschoolers play, spell and learn the A to Z letter...","50,000",n/a
2.886634,8.063529,Little Stories: Bedtime Books,Children,Literacy - English / Reading and Stories,"The “Little Stories” series present bedtime fairy tales for children, in which kid plays the main part. It’s quite simple – just enter kid’s name and gender in the settings window and enjoy reading personalised books. This is free short story books f...","1,000,000",4.41
2.005272,11.045334,Gobble: Fruits and Vegetables,Children,General play,This is the funniest collection of delicious fruits and healthy vegetables! An educational game by Kidsopia that helps the little ones to recognize the most known fruits and vegetables. This app was created specifically for young children. The free v...,"10,000",n/a
3.9089193,12.6008835,Math learning games for kids,Children,Numeracy development,"Helping kids learn math through fun & engaging games.

With almost 100 Million players worldwide, Pazu is on its way to be a leader in the kids mobile games industry.
Play & Learn is an EdTech Gaming company that develops educational mobile games ...","50,000",n/a
-0.84030217,4.7521415,Exclusive Pumping Tracker,Parents,Tracking babies' rhythms,"Previously called PumpLog - Exclusive Pumping Tracker.

Have you ever wondered how many bags of frozen milk you've already stashed?
Is your milk supply already established? Add data to the app and check statistics! 

Easy and fast data entry wit...","10,000",4.75
1.1485219,13.456951,"Coloring Games: Coloring Book, Painting, Glow Draw",Children,Drawing and colouring,"Kids love fun coloring games, and this Coloring Game is one of the best free coloring book and painting apps for children!

Coloring Games is filled with fun, colorful, and creative drawing and painting tools that help kids of all ages enjoy creati...","50,000,000",3.9
2.8777604,8.399719,CBeebies Storytime: Read,Children,Literacy - English / Reading and Stories,"The CBeebies Storytime app is filled with free interactive storybooks to inspire a love of reading in kids. The children’s stories in the app promote CBeebies’ core values, with themes of inclusivity, sharing, friendship and more. There are two readi...","1,000,000",4.11
1.2370721,13.500601,"Coloring book for kids - Doodle, Color & Draw Game",Children,Drawing and colouring,"A creative fun Coloring Book for kids & Coloring game of Doodling, painting, & drawing app for children with free coloring pages on Android!

Glow Coloring for fun & art kids games. Let's gather every one in your family to play with our fun colorin...","100,000",n/a
4.4497943,11.784073,FirstCry PlayBees - Kids Games,Children,Learning play,"One of the best ways to teach kids their first ABC's and 123 numbers is through fun games that are educational and entertaining!
FirstCry PlayBees app helps kids learn alphabet and their phonics, spellings and how to write (tracing) with lots of tod...","1,000,000",3.12
0.73707974,4.999137,The Observant Mom,Parents,Tracking babies' rhythms,"The child developmental milestones as found at The Observant Mom website—but now in calendar form! The milestones covered in the app start at age 18 months and now go up to age 5! 
These milestones are the notorious “stages” or “phases” that childre...",500,5.0
1.0557439,9.294906,Sago Mini Monsters,Children,General play,"Create your own colorful monster! Make your monster happy with paint, food, and decorations. When you’re finished, snap a photo to share with mom and dad. Make as many monsters as you like. Each monster is unique. 

Sago Mini Monsters is a carefull...","10,000",n/a
2.7056072,10.080186,Princess Computer - Girl Games,Children,General play,"From the creators of Baby Princess Phone and the amazing baby phone, now we present the stunning princess computer.

These princess games will teach your baby skills through different animations in different games for your phone.

Select any of t...","10,000,000",3.61
2.2221448,8.84282,ABCmouse Music Videos,Children,General play,"**Free with your ABCmouse.com membership** 

Introducing the ABCmouse Music Videos app, featuring 50+ animated music videos from the award-winning learning program, ABCmouse.com. You and your child can enjoy the ABCmouse Music Videos App anywhere, ...","100,000",n/a
0.21620947,10.974464,Hey Duggee: The Exploring App,Children,General play,"Time to go exploring, Squirrels! Introducing the latest app featuring Hey Duggee! Safe, ad-free fun for your little ones.

Go on an adventure with Duggee and the Squirrels as they set out to earn seven brand new badges.

Completing each activity ...","5,000",n/a
2.1099641,11.00587,Vegetables Cards PRO,Children,General play,"* Quick, Fun & Easy Ways to Learn Vegetables with Multiple Languages.
* Learn English Faster
* Learning languages in a playful way.

Pro Edition :
(1) No Ads.
(2) Provides full-function. (* Auto-Run Mode )
(3) Support offline mode.
(4) Suppor...","10,000",n/a
0.8942015,10.715909,Toca Pet Doctor,Children,General play,"The pets need your help! In Toca Pet Doctor our animal friends want your love, care and help.

Meet 15 animals who are all craving your attention. Through innovative play you can help the dove, or clean up the pup! Oh no, did the angry worm acciden...","100,000",4.17
5.3036113,7.976421,English For Kids,Children,Literacy - English / ABCs,"- English for Kids app is a way of learning English for kids or beginners. It makes learning English efficient and fun.

- Easy to learn vocabulary through pictures.

- Topics:
ـــــــــــــــــــ
• Alphabet
• Numbers
• Colors
• Shapes
• Da...","1,000,000",4.45
2.604251,11.7940645,Educational Games for Kids: Colors Numbers Animals,Children,Learning play,"“Educational Games for Kids: Colors, Numbers, Animals” is an educational game in which little kids can learn colors, numbers, animals, shapes, vehicles, occupations, fruits, vegetables, musical instruments and sports with pleasure via fun animations ...","1,000,000",n/a
1.5968021,4.6251345,Daddy Up,Parents,Parental support,"Whether you're a new dad or adding another cub to the family, Daddy Up is the dad's field guide to pregnancy. 
 - weekly pregnancy tracking
 - rugged baby-size comparisons
 - customizable daddy checklist
 - journal log
 - contraction counter
 -...","100,000",4.36
